InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
115007,SKU_9190,Bluetooth Speaker,Electronics,2,2025-01-14,70.67,CUST_1842,Italy
106920,SKU_2092,Rug,Home,1,2025-01-14,35.23,CUST_0869,Sweden
106920,SKU_6081,Calendar,Books,4,2025-01-14,12.91,CUST_0869,Sweden
108401,SKU_8153,Phone Case,Electronics,4,2025-01-14,57.29,CUST_1057,United Kingdom
106837,SKU_4343,Cap,Clothing,1,2025-01-14,50.21,CUST_0857,United Kingdom
106837,SKU_5860,Hoodie,Clothing,1,2025-01-14,180.57,CUST_0857,United Kingdom
108401,SKU_8508,Mug,Kitchen,5,2025-01-14,45.53,CUST_1057,United Kingdom
104531,SKU_7903,Clock,Home,3,2025-01-14,127.93,CUST_0547,United Kingdom
104531,SKU_5102,Wireless Mouse,Electronics,1,2025-01-14,203.79,CUST_0547,United Kingdom
106920,SKU_9474,Tea Set,Kitchen,3,2025-01-14,83.4,CUST_0869,Sweden
113254,SKU_5123,Notebook,Books,1,2025-01-14,21.02,CUST_1626,Other
115393,SKU_3650,Hoodie,Clothing,1,2025-01-14,116.28,CUST_1885,France
101325,SKU_9946,Hoodie,Clothing,4,2025-01-14,76.57,CUST_0161,Netherlands
107003,SKU_5495,USB-C Hub,Electronics,5,2025-01-14,38.58,CUST_0875,Spain
107003,SKU_1695,T-Shirt,Clothing,1,2025-01-14,4.47,CUST_0875,Spain
102068,SKU_9448,Cap,Clothing,4,2025-01-14,31.28,CUST_0253,Germany
102068,SKU_5026,Mug,Kitchen,3,2025-01-14,48.09,CUST_0253,Germany
109817,SKU_5600,Frame,Home,4,2025-01-14,22.09,CUST_1215,United Kingdom
101239,SKU_8573,Tea Set,Kitchen,5,2025-01-14,65.27,CUST_0150,Spain
101325,SKU_4997,Headphones,Electronics,3,2025-01-14,9.22,CUST_0161,Netherlands
109693,SKU_8131,Mug,Kitchen,5,2025-01-14,39.6,CUST_1194,Netherlands
109693,SKU_3466,Frame,Home,4,2025-01-14,32.06,CUST_1194,Netherlands
101239,SKU_8598,Calendar,Books,4,2025-01-14,10.5,CUST_0150,Spain
101239,SKU_3184,Socks,Clothing,2,2025-01-14,20.84,CUST_0150,Spain
113051,SKU_7101,Lamp,Home,2,2025-01-14,76.57,CUST_1597,Portugal
108577,SKU_1576,Stickers,Books,2,2025-01-14,62.23,CUST_1075,Spain
106837,SKU_6072,Cap,Clothing,1,2025-01-14,49.26,CUST_0857,United Kingdom
115393,SKU_8908,Lamp,Home,3,2025-01-14,55.28,CUST_1885,France
108001,SKU_9631,Apron,Kitchen,4,2025-01-14,55.76,CUST_0997,United Kingdom
108001,SKU_1399,Webcam,Electronics,1,2025-01-14,17.2,CUST_0997,United Kingdom
101325,SKU_6349,Sketchbook,Books,4,2025-01-14,17.18,CUST_0161,Netherlands
108001,SKU_3109,Rug,Home,1,2025-01-14,30.03,CUST_0997,United Kingdom
108001,SKU_4166,Charger,Electronics,4,2025-01-14,60.14,CUST_0997,United Kingdom
106837,SKU_6575,Webcam,Electronics,5,2025-01-14,40.74,CUST_0857,United Kingdom
108577,SKU_4228,Cushion,Home,5,2025-01-14,32.78,CUST_1075,Spain
106837,SKU_4287,Candle Set,Home,3,2025-01-14,91.86,CUST_0857,United Kingdom
105395,SKU_2384,Mug,Kitchen,3,2025-01-14,31.48,CUST_0674,Belgium
113762,SKU_6059,Webcam,Electronics,4,2025-01-15,16.63,CUST_1681,United Kingdom
113400,SKU_9581,Calendar,Books,4,2025-01-15,20.37,CUST_1637,United Kingdom
113400,SKU_9275,Vase,Home,5,2025-01-15,33.76,CUST_1637,United Kingdom
113400,SKU_3701,Charger,Electronics,1,2025-01-15,99.5,CUST_1637,United Kingdom
113400,SKU_8168,Cutting Board,Kitchen,4,2025-01-15,34.16,CUST_1637,United Kingdom
105174,SKU_4273,USB-C Hub,Electronics,2,2025-01-15,197.49,CUST_0635,United Kingdom
113400,SKU_6327,Vase,Home,3,2025-01-15,29.97,CUST_1637,United Kingdom
101687,SKU_8974,Cushion,Home,1,2025-01-15,67.22,CUST_0204,Germany
101687,SKU_4814,Rug,Home,3,2025-01-15,39.77,CUST_0204,Germany
101687,SKU_6038,Apron,Kitchen,4,2025-01-15,66.9,CUST_0204,Germany
101687,SKU_6082,Tea Set,Kitchen,1,2025-01-15,84.28,CUST_0204,Germany
103198,SKU_2786,Rug,Home,4,2025-01-15,28.26,CUST_0380,Germany
113762,SKU_3371,Bluetooth Speaker,Electronics,3,2025-01-15,65.92,CUST_1681,United Kingdom
107068,SKU_3319,Socks,Clothing,3,2025-01-15,17.1,CUST_0884,France
107068,SKU_2239,Apron,Kitchen,3,2025-01-15,43.58,CUST_0884,France
113737,SKU_4706,Charger,Electronics,4,2025-01-15,177.43,CUST_1678,United Kingdom
109236,SKU_7400,Cap,Clothing,3,2025-01-15,57.47,CUST_1144,Other
103198,SKU_8514,Cushion,Home,5,2025-01-15,35.27,CUST_0380,Germany
113762,SKU_2363,Lamp,Home,5,2025-01-15,35.14,CUST_1681,United Kingdom
107233,SKU_5133,Socks,Clothing,5,2025-01-15,22.67,CUST_0903,France
109236,SKU_6525,Headphones,Electronics,1,2025-01-15,28.33,CUST_1144,Other
113737,SKU_6873,Clock,Home,1,2025-01-15,122.14,CUST_1678,United Kingdom
113737,SKU_5553,Headphones,Electronics,1,2025-01-15,26.52,CUST_1678,United Kingdom
110874,SKU_9482,Phone Case,Electronics,1,2025-01-15,54.85,CUST_1352,United Kingdom
116250,SKU_7116,Mug,Kitchen,5,2025-01-15,37.08,CUST_1989,France
110874,SKU_4707,Spatula Set,Kitchen,1,2025-01-15,40.41,CUST_1352,United Kingdom
116250,SKU_9502,Laptop Stand,Electronics,5,2025-01-15,34.5,CUST_1989,France
113400,SKU_6224,Keyboard,Electronics,2,2025-01-15,87.73,CUST_1637,United Kingdom
113577,SKU_8700,Sketchbook,Books,1,2025-01-15,21.44,CUST_1663,Italy
100636,SKU_9710,Tea Set,Kitchen,4,2025-01-15,85.71,CUST_0069,United Kingdom
113577,SKU_3114,Keyboard,Electronics,1,2025-01-15,59.48,CUST_1663,Italy
113577,SKU_9463,Cap,Clothing,5,2025-01-15,22.91,CUST_1663,Italy
107233,SKU_8800,Mug,Kitchen,1,2025-01-15,38.51,CUST_0903,France
104623,SKU_8428,Sneakers,Clothing,3,2025-01-15,23.2,CUST_0564,United Kingdom
103198,SKU_7646,Candle Set,Home,5,2025-01-15,25.93,CUST_0380,Germany
111710,SKU_4299,Phone Case,Electronics,3,2025-01-15,72.33,CUST_1451,Netherlands
105174,SKU_7037,Vase,Home,1,2025-01-15,40.3,CUST_0635,United Kingdom
111710,SKU_2076,Wireless Mouse,Electronics,4,2025-01-15,87.08,CUST_1451,Netherlands
111109,SKU_1761,Rug,Home,5,2025-01-15,25.02,CUST_1377,Italy
111109,SKU_3293,T-Shirt,Clothing,4,2025-01-15,5.8,CUST_1377,Italy
109094,SKU_9370,Sneakers,Clothing,3,2025-01-15,19.53,CUST_1127,France
108140,SKU_9992,Sneakers,Clothing,2,2025-01-15,69.35,CUST_1015,United Kingdom
108140,SKU_7481,Apron,Kitchen,4,2025-01-15,107.67,CUST_1015,United Kingdom
108140,SKU_9195,Vase,Home,4,2025-01-15,33.62,CUST_1015,United Kingdom
105174,SKU_7084,Rug,Home,5,2025-01-15,87.31,CUST_0635,United Kingdom
108140,SKU_8412,Notebook,Books,3,2025-01-15,20.29,CUST_1015,United Kingdom
109094,SKU_5276,Phone Case,Electronics,4,2025-01-15,36.28,CUST_1127,France
109094,SKU_2493,Cap,Clothing,5,2025-01-15,13.78,CUST_1127,France
108140,SKU_8144,Phone Case,Electronics,2,2025-01-15,140.74,CUST_1015,United Kingdom
109094,SKU_8701,Headphones,Electronics,3,2025-01-15,6.8,CUST_1127,France
108140,SKU_1837,Vase,Home,3,2025-01-15,36.63,CUST_1015,United Kingdom
105174,SKU_8055,Clock,Home,1,2025-01-15,134.93,CUST_0635,United Kingdom
107127,SKU_7313,Laptop Stand,Electronics,4,2025-01-15,41.39,CUST_0894,France
113598,SKU_2218,Pen Set,Books,5,2025-01-15,158.8,CUST_1664,United Kingdom
108687,SKU_8952,Sketchbook,Books,4,2025-01-15,21.08,CUST_1087,Spain
100467,SKU_5953,Socks,Clothing,1,2025-01-15,20.46,CUST_0055,United Kingdom
100467,SKU_5275,Sneakers,Clothing,3,2025-01-15,28.88,CUST_0055,United Kingdom
101441,SKU_1509,Socks,Clothing,1,2025-01-15,22.18,CUST_0175,Italy
101441,SKU_9555,Sketchbook,Books,5,2025-01-15,17.35,CUST_0175,Italy
113737,SKU_3143,Phone Case,Electronics,5,2025-01-15,176.42,CUST_1678,United Kingdom
108140,SKU_9351,Lamp,Home,5,2025-01-15,83.88,CUST_1015,United Kingdom
105174,SKU_3394,Notebook,Books,3,2025-01-15,23.92,CUST_0635,United Kingdom
113400,SKU_1164,Jeans,Clothing,3,2025-01-15,133.25,CUST_1637,United Kingdom
101313,SKU_9403,Monitor Arm,Electronics,4,2025-01-15,17.13,CUST_0161,Netherlands
100285,SKU_2941,Sketchbook,Books,2,2025-01-15,18.0,CUST_0036,United Kingdom
100285,SKU_7543,Notebook,Books,5,2025-01-15,7.49,CUST_0036,United Kingdom
102210,SKU_5348,Tea Set,Kitchen,1,2025-01-15,70.25,CUST_0265,Netherlands
102210,SKU_5602,Frame,Home,1,2025-01-15,30.89,CUST_0265,Netherlands
102210,SKU_1350,Keyboard,Electronics,5,2025-01-15,50.94,CUST_0265,Netherlands
104088,SKU_6695,Phone Case,Electronics,4,2025-01-15,46.93,CUST_0498,Other
112368,SKU_1989,Spatula Set,Kitchen,4,2025-01-15,92.98,CUST_1520,Portugal
112368,SKU_3019,Hoodie,Clothing,4,2025-01-15,135.89,CUST_1520,Portugal
112368,SKU_3742,Bluetooth Speaker,Electronics,3,2025-01-15,123.59,CUST_1520,Portugal
112368,SKU_7636,Jacket,Clothing,3,2025-01-15,32.8,CUST_1520,Portugal
104088,SKU_3350,Clock,Home,2,2025-01-15,46.98,CUST_0498,Other
112368,SKU_1897,Notebook,Books,1,2025-01-15,16.62,CUST_1520,Portugal
112368,SKU_7183,Clock,Home,3,2025-01-15,94.7,CUST_1520,Portugal
112364,SKU_1161,Jacket,Clothing,2,2025-01-15,43.29,CUST_1520,Portugal
107726,SKU_7358,Notebook,Books,3,2025-01-15,7.89,CUST_0960,France
100285,SKU_6203,Stickers,Books,3,2025-01-15,59.77,CUST_0036,United Kingdom
107726,SKU_4675,Sketchbook,Books,1,2025-01-15,15.49,CUST_0960,France
103609,SKU_7319,Clock,Home,3,2025-01-15,47.43,CUST_0440,France
104506,SKU_3853,USB-C Hub,Electronics,2,2025-01-15,221.6,CUST_0547,United Kingdom
114102,SKU_8283,Headphones,Electronics,4,2025-01-15,3.64,CUST_1724,United Kingdom
107962,SKU_6168,Apron,Kitchen,4,2025-01-15,59.2,CUST_0995,United Kingdom
107962,SKU_5974,USB-C Hub,Electronics,1,2025-01-15,79.93,CUST_0995,United Kingdom
107962,SKU_6361,Sketchbook,Books,3,2025-01-15,18.67,CUST_0995,United Kingdom
104506,SKU_7474,Laptop Stand,Electronics,5,2025-01-15,90.7,CUST_0547,United Kingdom
107893,SKU_4064,Wireless Mouse,Electronics,1,2025-01-15,59.1,CUST_0981,Portugal
107962,SKU_1794,Calendar,Books,4,2025-01-15,12.71,CUST_0995,United Kingdom
104506,SKU_7470,Socks,Clothing,2,2025-01-15,55.21,CUST_0547,United Kingdom
103797,SKU_8555,Webcam,Electronics,2,2025-01-15,18.1,CUST_0462,Spain
104506,SKU_7205,Candle Set,Home,4,2025-01-15,98.36,CUST_0547,United Kingdom
104506,SKU_7927,Spatula Set,Kitchen,4,2025-01-15,134.9,CUST_0547,United Kingdom
113009,SKU_9620,Cap,Clothing,4,2025-01-15,23.3,CUST_1596,Norway
113009,SKU_9676,Candle Set,Home,3,2025-01-15,39.21,CUST_1596,Norway
106500,SKU_3539,Headphones,Electronics,1,2025-01-15,11.1,CUST_0817,Italy
106500,SKU_3657,Jeans,Clothing,3,2025-01-15,87.45,CUST_0817,Italy
113084,SKU_2006,Webcam,Electronics,2,2025-01-15,16.13,CUST_1603,Netherlands
107726,SKU_7485,Webcam,Electronics,3,2025-01-15,14.85,CUST_0960,France
112368,SKU_9879,Cushion,Home,2,2025-01-15,70.82,CUST_1520,Portugal
104088,SKU_2296,Wireless Mouse,Electronics,5,2025-01-15,66.91,CUST_0498,Other
110760,SKU_8389,Jacket,Clothing,1,2025-01-15,49.72,CUST_1330,Spain
102466,SKU_8764,Socks,Clothing,1,2025-01-15,26.09,CUST_0297,Norway
109236,SKU_5577,Socks,Clothing,5,2025-01-15,61.32,CUST_1144,Other
110567,SKU_6847,Pen Set,Books,2,2025-01-15,62.5,CUST_1308,France
109236,SKU_7726,Sketchbook,Books,1,2025-01-15,52.33,CUST_1144,Other
109236,SKU_2617,Calendar,Books,5,2025-01-15,28.09,CUST_1144,Other
103248,SKU_9374,Mug,Kitchen,2,2025-01-15,74.94,CUST_0383,Italy
103248,SKU_2045,Wireless Mouse,Electronics,4,2025-01-15,107.54,CUST_0383,Italy
107726,SKU_9947,Calendar,Books,5,2025-01-15,8.97,CUST_0960,France
110567,SKU_3743,Frame,Home,2,2025-01-15,29.26,CUST_1308,France
110567,SKU_3295,Vase,Home,4,2025-01-15,17.95,CUST_1308,France
103248,SKU_6245,Charger,Electronics,2,2025-01-15,118.19,CUST_0383,Italy
110567,SKU_5348,Notebook,Books,1,2025-01-15,9.06,CUST_1308,France
109236,SKU_5103,Vase,Home,2,2025-01-15,45.34,CUST_1144,Other
103248,SKU_3011,Jacket,Clothing,5,2025-01-15,32.79,CUST_0383,Italy
114680,SKU_4775,Calendar,Books,3,2025-01-15,9.97,CUST_1797,United Kingdom
110760,SKU_4374,USB-C Hub,Electronics,3,2025-01-15,177.17,CUST_1330,Spain
110770,SKU_6295,Laptop Stand,Electronics,2,2025-01-15,21.2,CUST_1333,Spain
112364,SKU_4795,Socks,Clothing,4,2025-01-15,34.92,CUST_1520,Portugal
112364,SKU_7027,Webcam,Electronics,4,2025-01-15,28.58,CUST_1520,Portugal
112364,SKU_9159,Phone Case,Electronics,3,2025-01-15,103.53,CUST_1520,Portugal
112364,SKU_9713,Spatula Set,Kitchen,2,2025-01-15,85.42,CUST_1520,Portugal
104506,SKU_4192,Apron,Kitchen,3,2025-01-15,127.66,CUST_0547,United Kingdom
112364,SKU_2104,Frame,Home,5,2025-01-15,61.41,CUST_1520,Portugal
110760,SKU_8704,Apron,Kitchen,3,2025-01-15,121.08,CUST_1330,Spain
112364,SKU_7608,Frame,Home,2,2025-01-15,45.21,CUST_1520,Portugal
114680,SKU_4776,Sketchbook,Books,5,2025-01-15,18.76,CUST_1797,United Kingdom
112364,SKU_2040,Frame,Home,4,2025-01-15,54.91,CUST_1520,Portugal
108444,SKU_4173,Jacket,Clothing,4,2025-01-16,15.14,CUST_1063,United Kingdom
107299,SKU_4917,Jeans,Clothing,2,2025-01-16,84.19,CUST_0911,Netherlands
107299,SKU_3786,Laptop Stand,Electronics,3,2025-01-16,36.71,CUST_0911,Netherlands
107288,SKU_1601,Monitor Arm,Electronics,1,2025-01-16,17.19,CUST_0911,Netherlands
108444,SKU_1220,Calendar,Books,5,2025-01-16,9.01,CUST_1063,United Kingdom
108444,SKU_7850,Bluetooth Speaker,Electronics,5,2025-01-16,56.31,CUST_1063,United Kingdom
113817,SKU_2079,Charger,Electronics,2,2025-01-16,80.79,CUST_1690,United Kingdom
114153,SKU_3460,Calendar,Books,2,2025-01-16,8.5,CUST_1731,France
104454,SKU_7724,Frame,Home,4,2025-01-16,53.99,CUST_0541,Netherlands
113817,SKU_4095,Keyboard,Electronics,1,2025-01-16,48.76,CUST_1690,United Kingdom
100663,SKU_9722,Hoodie,Clothing,3,2025-01-16,122.87,CUST_0072,United Kingdom
111603,SKU_5297,Mug,Kitchen,2,2025-01-16,36.49,CUST_1434,France
100663,SKU_9681,Stickers,Books,3,2025-01-16,116.69,CUST_0072,United Kingdom
100663,SKU_6372,Monitor Arm,Electronics,4,2025-01-16,24.92,CUST_0072,United Kingdom
100663,SKU_2498,Vase,Home,2,2025-01-16,25.9,CUST_0072,United Kingdom
100663,SKU_2261,Candle Set,Home,1,2025-01-16,43.11,CUST_0072,United Kingdom
100663,SKU_1476,Sneakers,Clothing,2,2025-01-16,42.87,CUST_0072,United Kingdom
114153,SKU_3000,Lamp,Home,5,2025-01-16,40.65,CUST_1731,France
114960,SKU_2626,Headphones,Electronics,2,2025-01-16,10.0,CUST_1839,Sweden
111603,SKU_1180,USB-C Hub,Electronics,3,2025-01-16,82.87,CUST_1434,France
111603,SKU_4426,Cutting Board,Kitchen,5,2025-01-16,22.04,CUST_1434,France
100663,SKU_8699,Charger,Electronics,5,2025-01-16,82.76,CUST_0072,United Kingdom
104454,SKU_8207,USB-C Hub,Electronics,5,2025-01-16,133.05,CUST_0541,Netherlands
104454,SKU_7412,Cap,Clothing,4,2025-01-16,38.12,CUST_0541,Netherlands
113817,SKU_5810,Wireless Mouse,Electronics,4,2025-01-16,84.68,CUST_1690,United Kingdom
104422,SKU_5691,T-Shirt,Clothing,4,2025-01-16,20.02,CUST_0539,United Kingdom
100663,SKU_7461,Headphones,Electronics,3,2025-01-16,16.1,CUST_0072,United Kingdom
104422,SKU_2380,Mug,Kitchen,1,2025-01-16,92.87,CUST_0539,United Kingdom
103721,SKU_1700,Pen Set,Books,1,2025-01-16,81.68,CUST_0450,United Kingdom
111295,SKU_4998,Cushion,Home,3,2025-01-16,110.6,CUST_1406,Other
112389,SKU_2817,Cushion,Home,4,2025-01-16,63.46,CUST_1521,United Kingdom
112389,SKU_2157,Headphones,Electronics,4,2025-01-16,8.86,CUST_1521,United Kingdom
112389,SKU_7996,Spatula Set,Kitchen,2,2025-01-16,52.32,CUST_1521,United Kingdom
112389,SKU_9252,Jacket,Clothing,1,2025-01-16,22.24,CUST_1521,United Kingdom
109256,SKU_7954,Clock,Home,5,2025-01-16,137.31,CUST_1144,Other
109256,SKU_9738,Wireless Mouse,Electronics,5,2025-01-16,207.5,CUST_1144,Other
112389,SKU_1600,Headphones,Electronics,1,2025-01-16,10.77,CUST_1521,United Kingdom
101117,SKU_4576,T-Shirt,Clothing,2,2025-01-16,11.81,CUST_0132,United Kingdom
101117,SKU_9422,Stickers,Books,1,2025-01-16,145.11,CUST_0132,United Kingdom
101117,SKU_8931,Webcam,Electronics,5,2025-01-16,34.59,CUST_0132,United Kingdom
101117,SKU_7405,Keyboard,Electronics,4,2025-01-16,94.63,CUST_0132,United Kingdom
101117,SKU_8857,Cap,Clothing,3,2025-01-16,40.86,CUST_0132,United Kingdom
101117,SKU_6612,Sketchbook,Books,2,2025-01-16,40.31,CUST_0132,United Kingdom
109256,SKU_2979,Apron,Kitchen,4,2025-01-16,135.06,CUST_1144,Other
101117,SKU_3923,Apron,Kitchen,2,2025-01-16,88.18,CUST_0132,United Kingdom
112389,SKU_8962,Vase,Home,2,2025-01-16,15.63,CUST_1521,United Kingdom
112389,SKU_1698,Calendar,Books,4,2025-01-16,11.84,CUST_1521,United Kingdom
110354,SKU_9733,Hoodie,Clothing,2,2025-01-16,73.32,CUST_1289,France
103721,SKU_5139,Sketchbook,Books,3,2025-01-16,25.74,CUST_0450,United Kingdom
103721,SKU_6179,Bluetooth Speaker,Electronics,4,2025-01-16,109.47,CUST_0450,United Kingdom
103721,SKU_8089,Rug,Home,2,2025-01-16,39.96,CUST_0450,United Kingdom
103721,SKU_6468,Hoodie,Clothing,2,2025-01-16,123.07,CUST_0450,United Kingdom
114128,SKU_1600,Calendar,Books,3,2025-01-16,13.82,CUST_1727,Spain
101045,SKU_9906,Candle Set,Home,5,2025-01-16,32.95,CUST_0121,Other
110114,SKU_9019,Phone Case,Electronics,5,2025-01-16,37.24,CUST_1257,Germany
110114,SKU_7413,Pen Set,Books,5,2025-01-16,40.3,CUST_1257,Germany
110120,SKU_2194,Vase,Home,5,2025-01-16,23.24,CUST_1260,France
110122,SKU_1905,Socks,Clothing,2,2025-01-16,33.14,CUST_1260,France
103914,SKU_6828,Notebook,Books,2,2025-01-16,18.84,CUST_0472,United Kingdom
103914,SKU_1973,Notebook,Books,5,2025-01-16,24.59,CUST_0472,United Kingdom
100991,SKU_2797,Cushion,Home,5,2025-01-16,40.52,CUST_0115,Germany
103914,SKU_6425,Pen Set,Books,4,2025-01-16,96.41,CUST_0472,United Kingdom
110354,SKU_6385,Monitor Arm,Electronics,4,2025-01-16,12.07,CUST_1289,France
109256,SKU_7381,Jacket,Clothing,4,2025-01-16,47.02,CUST_1144,Other
109256,SKU_6426,Candle Set,Home,4,2025-01-16,83.35,CUST_1144,Other
110855,SKU_4309,Mug,Kitchen,4,2025-01-16,46.8,CUST_1349,United Kingdom
110855,SKU_2495,Cutting Board,Kitchen,5,2025-01-16,24.96,CUST_1349,United Kingdom
104341,SKU_6439,Webcam,Electronics,5,2025-01-16,16.84,CUST_0526,United Kingdom
104341,SKU_4926,Jacket,Clothing,1,2025-01-16,21.6,CUST_0526,United Kingdom
104345,SKU_6133,Charger,Electronics,1,2025-01-16,74.39,CUST_0526,United Kingdom
105076,SKU_5049,USB-C Hub,Electronics,3,2025-01-16,72.67,CUST_0622,United Kingdom
105076,SKU_9839,Rug,Home,5,2025-01-16,28.09,CUST_0622,United Kingdom
105076,SKU_9439,Wireless Mouse,Electronics,1,2025-01-16,46.99,CUST_0622,United Kingdom
105076,SKU_1603,Cutting Board,Kitchen,3,2025-01-16,16.22,CUST_0622,United Kingdom
111184,SKU_8412,Charger,Electronics,4,2025-01-16,121.95,CUST_1384,United Kingdom
111184,SKU_1562,Clock,Home,1,2025-01-16,75.17,CUST_1384,United Kingdom
111184,SKU_4631,Spatula Set,Kitchen,2,2025-01-16,69.7,CUST_1384,United Kingdom
111184,SKU_9616,Notebook,Books,4,2025-01-16,16.81,CUST_1384,United Kingdom
111295,SKU_8440,Rug,Home,2,2025-01-16,55.48,CUST_1406,Other
111295,SKU_2588,Vase,Home,4,2025-01-16,31.25,CUST_1406,Other
111295,SKU_4916,Cutting Board,Kitchen,3,2025-01-16,40.98,CUST_1406,Other
111295,SKU_5278,Rug,Home,4,2025-01-16,50.69,CUST_1406,Other
104341,SKU_4566,Monitor Arm,Electronics,5,2025-01-16,16.91,CUST_0526,United Kingdom
104422,SKU_1065,Keyboard,Electronics,2,2025-01-16,148.7,CUST_0539,United Kingdom
108846,SKU_1597,Charger,Electronics,3,2025-01-16,51.5,CUST_1106,Other
108970,SKU_8943,Cushion,Home,2,2025-01-16,74.52,CUST_1118,United Kingdom
110855,SKU_9472,Apron,Kitchen,3,2025-01-16,51.58,CUST_1349,United Kingdom
110855,SKU_9919,Jeans,Clothing,3,2025-01-16,93.11,CUST_1349,United Kingdom
103721,SKU_4269,Phone Case,Electronics,4,2025-01-16,86.58,CUST_0450,United Kingdom
111926,SKU_7785,Frame,Home,4,2025-01-16,65.29,CUST_1470,United Kingdom
104987,SKU_2717,Monitor Arm,Electronics,1,2025-01-16,17.32,CUST_0612,United Kingdom
104987,SKU_3214,Apron,Kitchen,5,2025-01-16,53.98,CUST_0612,United Kingdom
104987,SKU_2845,Spatula Set,Kitchen,5,2025-01-16,44.17,CUST_0612,United Kingdom
111926,SKU_5840,Webcam,Electronics,1,2025-01-16,40.49,CUST_1470,United Kingdom
111926,SKU_2649,Sketchbook,Books,1,2025-01-16,42.2,CUST_1470,United Kingdom
114295,SKU_4570,Keyboard,Electronics,3,2025-01-16,41.86,CUST_1743,France
114295,SKU_3326,Lamp,Home,3,2025-01-16,31.98,CUST_1743,France
108970,SKU_3352,USB-C Hub,Electronics,2,2025-01-16,115.22,CUST_1118,United Kingdom
108970,SKU_5615,Monitor Arm,Electronics,4,2025-01-16,28.32,CUST_1118,United Kingdom
108970,SKU_3534,Spatula Set,Kitchen,1,2025-01-16,71.05,CUST_1118,United Kingdom
108970,SKU_9232,Headphones,Electronics,2,2025-01-16,18.2,CUST_1118,United Kingdom
108970,SKU_7240,Vase,Home,3,2025-01-16,30.88,CUST_1118,United Kingdom
114128,SKU_1506,Notebook,Books,5,2025-01-16,12.08,CUST_1727,Spain
111184,SKU_2157,Apron,Kitchen,2,2025-01-16,86.61,CUST_1384,United Kingdom
105682,SKU_6926,Cushion,Home,4,2025-01-16,37.38,CUST_0711,Norway
106021,SKU_6904,Cap,Clothing,3,2025-01-16,16.88,CUST_0755,Netherlands
106021,SKU_3466,Tea Set,Kitchen,4,2025-01-16,56.55,CUST_0755,Netherlands
107107,SKU_6961,Stickers,Books,3,2025-01-16,113.68,CUST_0889,Spain
106021,SKU_8948,Rug,Home,3,2025-01-16,28.68,CUST_0755,Netherlands
115137,SKU_3871,Phone Case,Electronics,2,2025-01-16,53.75,CUST_1860,Belgium
115137,SKU_1501,Jeans,Clothing,5,2025-01-16,83.0,CUST_1860,Belgium
106822,SKU_9501,Hoodie,Clothing,4,2025-01-16,191.49,CUST_0857,United Kingdom
106822,SKU_6280,Jeans,Clothing,3,2025-01-16,187.82,CUST_0857,United Kingdom
115137,SKU_4014,Sketchbook,Books,2,2025-01-16,18.71,CUST_1860,Belgium
106822,SKU_7846,Vase,Home,3,2025-01-16,48.34,CUST_0857,United Kingdom
100468,SKU_4754,Monitor Arm,Electronics,4,2025-01-16,21.39,CUST_0055,United Kingdom
106822,SKU_3892,Candle Set,Home,4,2025-01-16,90.73,CUST_0857,United Kingdom
106822,SKU_4014,Cushion,Home,4,2025-01-16,133.56,CUST_0857,United Kingdom
106822,SKU_9619,Mug,Kitchen,3,2025-01-16,100.04,CUST_0857,United Kingdom
100468,SKU_9450,Stickers,Books,2,2025-01-16,70.94,CUST_0055,United Kingdom
100468,SKU_1604,Jeans,Clothing,1,2025-01-16,58.36,CUST_0055,United Kingdom
106394,SKU_3132,Apron,Kitchen,1,2025-01-16,79.31,CUST_0804,Other
106394,SKU_9371,Mug,Kitchen,5,2025-01-16,58.68,CUST_0804,Other
105682,SKU_6854,Jacket,Clothing,5,2025-01-16,20.99,CUST_0711,Norway
106394,SKU_5994,Keyboard,Electronics,2,2025-01-16,74.0,CUST_0804,Other
100468,SKU_9787,Monitor Arm,Electronics,4,2025-01-16,20.04,CUST_0055,United Kingdom
106021,SKU_3939,Cushion,Home,5,2025-01-16,43.21,CUST_0755,Netherlands
106822,SKU_2546,Jacket,Clothing,1,2025-01-16,59.15,CUST_0857,United Kingdom
106021,SKU_9342,Tea Set,Kitchen,2,2025-01-16,75.07,CUST_0755,Netherlands
106021,SKU_3519,Wireless Mouse,Electronics,1,2025-01-16,51.88,CUST_0755,Netherlands
106394,SKU_1147,T-Shirt,Clothing,5,2025-01-16,10.52,CUST_0804,Other
106394,SKU_9918,Cutting Board,Kitchen,3,2025-01-16,27.75,CUST_0804,Other
106394,SKU_7048,Charger,Electronics,4,2025-01-16,73.43,CUST_0804,Other
103419,SKU_4181,Frame,Home,2,2025-01-17,29.43,CUST_0409,Italy
110223,SKU_8569,Headphones,Electronics,4,2025-01-17,21.82,CUST_1270,Netherlands
100551,SKU_7322,Notebook,Books,5,2025-01-17,23.08,CUST_0061,United Kingdom
111597,SKU_8996,Tea Set,Kitchen,2,2025-01-17,61.57,CUST_1434,France
100157,SKU_9789,Charger,Electronics,1,2025-01-17,34.46,CUST_0017,Spain
105546,SKU_2948,Spatula Set,Kitchen,1,2025-01-17,119.24,CUST_0688,United Kingdom
111155,SKU_9083,Phone Case,Electronics,2,2025-01-17,112.11,CUST_1384,United Kingdom
111155,SKU_3897,Jacket,Clothing,4,2025-01-17,37.2,CUST_1384,United Kingdom
