customerID,Churn,Churn_Probability,Risk_Tier
1697-BCSHV,No,0.2642490405986571,Low
0562-KBDVM,No,0.035390778341435405,Low
1131-SUEKT,No,0.22213025770324848,Low
3717-OEAUQ,No,0.7606397691375738,Critical
4538-WNTMJ,No,0.06597574726724718,Low
3334-CTHOL,Yes,0.7023448303012348,Critical
4704-ERYFC,Yes,0.7679053039483424,Critical
9432-RUVSL,No,0.20805085856786437,Low
8060-HIWJJ,No,0.055126956692197214,Low
7684-XSZIY,No,0.015488397402236419,Low
9089-UOWJG,No,0.5729099060163766,High
8621-MNIHH,Yes,0.8164626881045254,Critical
8039-ACLPL,No,0.020443799995607703,Low
9885-AIBVB,No,0.7505331784898194,Critical
1934-MKPXS,No,0.06882556086776966,Low
2592-YKDIF,No,0.35367604484692705,Medium
2272-JKMSI,No,0.3196891070680525,Medium
0471-LVHGK,Yes,0.48416324317546633,Medium
9518-RWHZL,Yes,0.42365819813555916,Medium
8714-CTZJW,No,0.8515597102856781,Critical
3569-EDBPQ,No,0.6915449263492035,High
3131-NWVFJ,No,0.12253284079750769,Low
7521-YXVZY,No,0.2962441336380359,Low
5419-CONWX,Yes,0.8800324213807447,Critical
6240-EURKS,Yes,0.7024856164785255,Critical
2373-NTKOD,No,0.7866790636564278,Critical
1970-KKFWL,No,0.05657324151719218,Low
6960-HVYXR,Yes,0.8443904264207107,Critical
9337-SRRNI,No,0.026156499376294384,Low
0895-UADGO,No,0.24634614003030592,Low
5678-VFNEQ,No,0.2630066038217426,Low
5977-CKHON,No,0.615763519777544,High
7024-OHCCK,Yes,0.9457821111399234,Critical
2692-BUCFV,No,0.7742101958451924,Critical
7861-UVUFT,Yes,0.837785586938996,Critical
1830-GGFNM,No,0.050611736457139615,Low
5302-BDJNT,No,0.6249118754009862,High
5223-UZAVK,No,0.2288807553519081,Low
4859-ZSRDZ,No,0.08670104821964182,Low
5651-WYIPH,No,0.5348485807478228,High
9350-VLHMB,No,0.4397740384607546,Medium
3498-LZGQZ,No,0.02440209113022978,Low
8785-CJSHH,No,0.6848886109544088,High
5357-TZHPP,Yes,0.8862099822358445,Critical
3870-SPZSI,No,0.10743155969421851,Low
0680-DFNNY,Yes,0.9019102537642797,Critical
7560-QRBXH,No,0.04906384217260789,Low
7077-XJMET,No,0.6839818749540473,High
8752-GHJFU,No,0.23468277438738358,Low
6896-SRVYQ,No,0.6044585073810775,High
7767-UXAGJ,Yes,0.7753903957577842,Critical
4652-ODEVH,No,0.036723342028452954,Low
6510-UPNKS,No,0.14064120470008223,Low
6718-BDGHG,No,0.20585069589401692,Low
9046-DQMTP,No,0.15541453380116318,Low
6439-LAJXL,No,0.49546721013350825,Medium
1571-SAVHK,Yes,0.837602917783646,Critical
9052-VKDUW,No,0.4839744315946296,Medium
9546-CQJSU,Yes,0.9048361778357398,Critical
1666-JZPZT,No,0.4672164827007777,Medium
5777-KJIRB,No,0.22559192996343272,Low
0506-LVNGN,Yes,0.8174416359169406,Critical
7677-SJJJK,No,0.13428572635665326,Low
2480-EJWYP,No,0.49476722886968494,Medium
3253-HKOKL,No,0.26417314609558623,Low
7055-HNEOJ,No,0.536032635996902,High
5514-YQENT,No,0.22737590230801993,Low
3211-AAPKX,No,0.8095158606028338,Critical
8445-DNBAE,No,0.7337738247659479,Critical
2951-QOQTK,Yes,0.6402443737009416,High
2958-NHPPS,No,0.27325718137054145,Low
6806-YDEUL,No,0.3452898763396213,Medium
1735-XMJVH,No,0.3444253377688772,Medium
6890-PFRQX,No,0.4573290875723705,Medium
0222-CNVPT,No,0.4290296369292078,Medium
5899-OUVKV,No,0.8040585773192953,Critical
8681-ICONS,No,0.21411306821859186,Low
1621-YNCJH,No,0.22794562680572034,Low
3473-XIIIT,Yes,0.887232905101102,Critical
6362-QHAFM,No,0.5402495264876385,High
7893-IXHRQ,Yes,0.4230443649622181,Medium
3070-BDOQC,No,0.2856502123870204,Low
2952-QAYZF,Yes,0.8627611066630186,Critical
6234-PFPXL,No,0.5878204904277581,High
9824-QCJPK,No,0.08619454776093559,Low
4763-PGDPO,Yes,0.7924995846379602,Critical
4283-IVYCI,No,0.45414799424582253,Medium
1866-OBPNR,No,0.6779212750276813,High
8205-MQUGY,No,0.4719150026238107,Medium
8970-ANWXO,No,0.428422305984415,Medium
9480-BQJEI,No,0.25934107600272416,Low
5394-SVGJV,Yes,0.6164752480429123,High
6979-TNDEU,No,0.3130244495670837,Medium
9777-WJJPR,No,0.6820560940342262,High
9283-LZQOH,Yes,0.7614165751284977,Critical
7079-QRCBC,Yes,0.8817277367045031,Critical
9495-SKLKD,No,0.5877221730838867,High
6048-UWKAL,No,0.1265523295741464,Low
5067-DGXLL,No,0.35322351830968257,Medium
5469-CTCWN,Yes,0.3166870076946981,Medium
9851-QXEEQ,Yes,0.7982079075990927,Critical
6281-FKEWS,No,0.4647239469900247,Medium
8898-KASCD,No,0.15721252603067817,Low
9242-TKFSV,No,0.04663901706551368,Low
9290-SHCMB,No,0.896765018740392,Critical
0743-HNPFG,No,0.09130606487606416,Low
2277-BKJKN,No,0.259459808921436,Low
9809-IMGCQ,Yes,0.9011418801076573,Critical
5208-HFSBT,Yes,0.49061973466251024,Medium
5035-PGZXH,No,0.5246095388496537,High
8695-WDYEA,No,0.4445971491115771,Medium
6543-JXSOO,No,0.16064290183978922,Low
8016-ZMGMO,No,0.17485226340772358,Low
8605-ITULD,No,0.3591485135218421,Medium
3254-YRILK,Yes,0.8739658220497166,Critical
6416-YJTTB,No,0.6581946352978704,High
2667-WYLWJ,Yes,0.19326810874679318,Low
4472-VESGY,No,0.3325392179580426,Medium
3195-TQDZX,No,0.4998767782898038,Medium
3128-YOVTD,No,0.2847121973019476,Low
0529-ONKER,Yes,0.8176221113144232,Critical
1728-CXQBE,No,0.655210264625663,High
7041-TXQJH,No,0.5409884053785471,High
5014-GSOUQ,No,0.08628417347796491,Low
5724-BIDBU,No,0.18702123175390759,Low
0481-SUMCB,No,0.5926417975145704,High
1769-GRUIK,No,0.7814221273249374,Critical
5240-IJOQT,Yes,0.9106403406471865,Critical
8819-WFGGJ,No,0.08173179225956899,Low
7427-AUFPY,No,0.02539802017610192,Low
2811-POVEX,No,0.7245090225249949,Critical
1092-GANHU,Yes,0.7874749246238245,Critical
7898-PDWQE,No,0.03124952249607821,Low
9972-EWRJS,No,0.019151211285643073,Low
9314-IJWSQ,No,0.8451790142643147,Critical
0661-XEYAN,Yes,0.7647565376222148,Critical
5799-JRCZO,No,0.015148126426800081,Low
1921-KYSAY,No,0.30994052790054466,Medium
6198-RTPMF,No,0.8667891478570864,Critical
2924-KHUVI,No,0.44146006567280077,Medium
1925-GMVBW,No,0.3038879135535636,Medium
7881-EVUAD,Yes,0.7267505589540354,Critical
6184-DYUOB,No,0.4269240683138051,Medium
9207-ZPANB,No,0.1664994515771505,Low
5766-XQXMQ,Yes,0.36367355182073313,Medium
9327-QSDED,No,0.5425837683901451,High
1656-DRSMG,No,0.46977193117537003,Medium
3012-VFFMN,No,0.25884003914456055,Low
2984-AFWNC,No,0.8596313761956081,Critical
0640-YJTPY,No,0.011281036231604868,Low
8096-LOIST,No,0.6689935804926854,High
9764-REAFF,No,0.021726390962717352,Low
3703-VAVCL,Yes,0.6679351256336216,High
7107-UBYKY,No,0.27464766231563453,Low
4881-GQJTW,No,0.26183945051835283,Low
8519-QJGJD,Yes,0.7384463557191523,Critical
7876-DNYAP,No,0.012433810906112869,Low
7905-NJMXS,No,0.5367760937346939,High
2882-WDTBA,No,0.02632054289184248,Low
2091-GPPIQ,No,0.07276409703810144,Low
6326-MTTXK,Yes,0.8754432820325219,Critical
5071-FBJFS,No,0.4237674751129578,Medium
2796-UUZZO,No,0.32088579203286427,Medium
2429-AYKKO,No,0.01496750402328357,Low
9798-OPFEM,No,0.059668238347574266,Low
0330-IVZHA,Yes,0.7872635422547992,Critical
3794-NFNCH,No,0.456656783208104,Medium
5193-QLVZB,No,0.2550452014693929,Low
7114-AEOZE,No,0.020535921204673284,Low
2886-KEFUM,Yes,0.46431240549030445,Medium
5522-NYKPB,No,0.5688469031888015,High
4237-RLAQD,Yes,0.6655995715738731,High
9957-YODKZ,No,0.8916406804135866,Critical
6518-KZXCB,No,0.086029352719704,Low
2245-ADZFJ,No,0.10693220521640658,Low
7776-QGYJC,No,0.39295311483624856,Medium
9313-QOLTZ,No,0.20816985694724513,Low
9651-GTSAQ,Yes,0.27418510704094445,Low
3186-BAXNB,Yes,0.7420779126650836,Critical
4672-FOTSD,No,0.5249700261948546,High
0637-YLETY,Yes,0.8090235120184143,Critical
9818-XQCUV,No,0.3453267130946719,Medium
7338-ERIVA,No,0.13013079352367754,Low
1157-BQCUW,Yes,0.8929822720975201,Critical
8259-NFJTV,No,0.40110438232512163,Medium
3223-DWFIO,No,0.8312393539895423,Critical
2660-EMUBI,Yes,0.9310817505858112,Critical
6968-GMKPR,No,0.5074380562351927,High
4751-ERMAN,No,0.060328661250336035,Low
1436-ZMJAN,No,0.7182815177428413,Critical
3292-PBZEJ,No,0.8747155046564935,Critical
0799-DDIHE,No,0.46704707087590475,Medium
3070-FNFZQ,No,0.045354546490006066,Low
2812-SFXMJ,No,0.30988000791830106,Medium
7675-OZCZG,Yes,0.6698944098865356,High
5014-WUQMG,No,0.29162338998551074,Low
5312-TSZVC,No,0.12069779958519267,Low
2003-CKLOR,Yes,0.5019953856399079,High
0993-OSGPT,No,0.07052619802746392,Low
9254-RBFON,Yes,0.44139927537741286,Medium
1205-WNWPJ,Yes,0.575289231648717,High
9391-EOYLI,Yes,0.8815620892113504,Critical
7108-DGVUU,No,0.3675017574137981,Medium
2782-JEEBU,No,0.45484946294895323,Medium
5127-BZENZ,No,0.0814292756737644,Low
2720-FVBQP,No,0.6184177886158375,High
9906-NHHVC,No,0.1490606149076573,Low
4522-XRWWI,No,0.18242129306025195,Low
3766-EJLFL,No,0.12380568027186727,Low
5939-SXWHM,No,0.029111056316314013,Low
8152-UOBNY,No,0.5048583751680572,High
7351-KYHQH,No,0.7430274001033877,Critical
7643-RCHXS,No,0.02135019289945839,Low
8246-SHFGA,No,0.23695723769569826,Low
8387-MOJJT,Yes,0.574257592065578,High
0620-XEFWH,No,0.29349017610189865,Low
6485-QXWWE,No,0.019369008395273776,Low
2761-OCIAX,Yes,0.8673208543894831,Critical
7321-VGNKU,No,0.8530235283966764,Critical
5327-CNLUQ,No,0.19443441125943473,Low
7552-KEYGT,No,0.05358120225342866,Low
5816-JMLGY,No,0.0402091051637354,Low
3068-OMWZA,Yes,0.9301766326105004,Critical
2927-QRRQV,No,0.5354409732763226,High
6032-KRXXO,Yes,0.8256777100668432,Critical
7459-RRWQZ,Yes,0.5603456741788833,High
6265-SXWBU,No,0.17770947751542926,Low
7941-RCJOW,No,0.026628808820713636,Low
6374-NTQLP,No,0.10731155148145201,Low
4154-AQUGT,Yes,0.7432379335389838,Critical
2387-KDZQY,No,0.1943563854871594,Low
3584-WKTTW,No,0.4480770310638155,Medium
3399-BMLVW,No,0.024616376946134354,Low
1971-DTCZB,No,0.05225446752720495,Low
3092-IGHWF,Yes,0.19608493684289396,Low
3374-PZLXD,No,0.1772361545822294,Low
3813-DHBBB,No,0.051905805111478596,Low
2812-REYAT,No,0.07565442339249058,Low
6518-PPLMZ,No,0.032225113607108447,Low
4939-KYYPY,No,0.41597136941302276,Medium
8017-LXHFA,Yes,0.8583257202114465,Critical
5930-GBIWP,No,0.04633294773506667,Low
6022-KOUQO,No,0.4580621706995214,Medium
6352-TWCAU,Yes,0.7829727422140523,Critical
2361-UPSND,No,0.09832746208185979,Low
6035-RIIOM,No,0.3198774528719472,Medium
2929-QNSRW,Yes,0.5490820173958262,High
1262-OPMFY,Yes,0.761660343555852,Critical
9504-DSHWM,No,0.3449156910414816,Medium
5035-BVCXS,No,0.7524251166895415,Critical
6267-DCFFZ,No,0.8194532615456731,Critical
3533-UVMOM,No,0.02778343591814496,Low
2439-LYPMQ,No,0.8459636611132595,Critical
4248-QPAVC,Yes,0.7048701613647933,Critical
1899-VXWXM,Yes,0.5061464731643037,High
1478-VPOAD,No,0.649943498972401,High
9995-HOTOH,No,0.06621602370743765,Low
2988-PLAHS,No,0.670933069388414,High
1371-OJCEK,No,0.0733934025493689,Low
4999-IEZLT,No,0.07422988749090483,Low
8883-ANODQ,No,0.11264131335128708,Low
4690-LLKUA,Yes,0.6659603930202964,High
2351-RRBUE,No,0.1424908524969222,Low
5980-BDHPY,No,0.05993771034411747,Low
1498-DQNRX,No,0.1918157506317066,Low
9469-WEJBT,No,0.6502868818318415,High
3331-HQDTW,Yes,0.6789092729770173,High
9490-DFPMD,Yes,0.7897946807653629,Critical
2581-VKIRT,No,0.052603560180498124,Low
5442-XSDCW,Yes,0.7666449853305706,Critical
7426-WEIJX,No,0.43920387325161886,Medium
2851-MMUTZ,No,0.3275115997765282,Medium
3049-NDXFL,Yes,0.853044241594517,Critical
8580-AECUZ,Yes,0.9103160501364412,Critical
3307-TLCUD,No,0.41444810131924253,Medium
6625-FLENO,No,0.02364121329216297,Low
2967-MXRAV,No,0.17923045412940714,Low
7963-GQRMY,Yes,0.5038583604558549,High
8189-HBVRW,No,0.37340674270292235,Medium
4163-KIUHY,No,0.33533409795990704,Medium
1228-FZFRV,Yes,0.4252539452315287,Medium
3500-NSDOA,No,0.031381455399450864,Low
1171-TYKUR,No,0.19556909751011411,Low
3761-FLYZI,No,0.5817473138955636,High
2058-DCJBE,Yes,0.8492282612153741,Critical
5364-XYIRR,Yes,0.7706367078197737,Critical
4829-AUOAX,Yes,0.638298459181621,High
1219-NNDDO,No,0.8565726149727292,Critical
8388-DMKAE,No,0.09518236498577701,Low
4403-BWPAY,No,0.2411711076923898,Low
9659-QEQSY,No,0.642432725973491,High
5405-ZMYXQ,No,0.8211001353130608,Critical
5047-LHVLY,Yes,0.6586063403101291,High
1442-OKRJE,No,0.18636148364315125,Low
4737-AQCPU,No,0.01661270004808526,Low
9158-VCTQB,Yes,0.594950183605796,High
2808-CHTDM,No,0.06473162561737891,Low
6311-UEUME,Yes,0.7798763907411105,Critical
0793-TWELN,No,0.8109498204851925,Critical
3283-WCWXT,No,0.10448932865892332,Low
1060-ENTOF,No,0.22671235925937047,Low
0999-QXNSA,No,0.6126362068271832,High
5451-MHQOF,No,0.07378423840195077,Low
4836-WNFNO,No,0.01868239733029826,Low
9225-BZLNZ,No,0.08324840563970723,Low
0354-VXMJC,No,0.047990633986140945,Low
4422-QVIJA,No,0.338923935938915,Medium
9365-SRSZE,No,0.7744528211122067,Critical
6839-ITVZJ,Yes,0.40835508882084987,Medium
8332-OSJDW,No,0.1592152827549043,Low
4735-BJKOU,No,0.039555646220568265,Low
0274-JKUJR,No,0.542403388054453,High
5740-YHGTW,No,0.26381902063070134,Low
8917-SZTTJ,No,0.016696751292002106,Low
1696-MZVAU,No,0.23453728974365765,Low
7359-WWYJV,No,0.08957095529452865,Low
0375-HVGXO,Yes,0.8229188407551872,Critical
4906-ZHGPK,No,0.15754746998163868,Low
8593-WHYHV,Yes,0.9147056263666052,Critical
3795-GWTRD,No,0.02140273506592477,Low
1298-PHBTI,No,0.09785596048617154,Low
6223-DHJGV,No,0.09944518919769807,Low
6961-MJKBO,No,0.030158762763486304,Low
6097-EQISJ,Yes,0.3368198340573734,Medium
4423-YLHDV,Yes,0.7626270915761351,Critical
8158-WPEZG,No,0.5966878428496577,High
0107-YHINA,Yes,0.9213743390592294,Critical
4918-FYJNT,No,0.42228715702830727,Medium
0727-BNRLG,No,0.12289651186064961,Low
4854-CIDCF,No,0.8323509330626953,Critical
8640-SDGKB,Yes,0.734333280983122,Critical
3280-MRDOF,No,0.19749697422361046,Low
6435-SRWBJ,No,0.8271188465205214,Critical
9964-WBQDJ,No,0.028046257758957034,Low
6303-KFWSL,No,0.37741282507968105,Medium
1702-CCFNJ,No,0.16255997735707975,Low
8932-CZHRQ,No,0.06932272519120149,Low
0386-CWRGM,No,0.02670915366376688,Low
5515-RUGKN,No,0.6772541592909871,High
0404-AHASP,No,0.014884453218630618,Low
7279-NMVJC,No,0.12876424760804578,Low
2081-VEYEH,No,0.8419061817143634,Critical
6407-UTSLV,No,0.8530006024919986,Critical
4116-TZAQJ,Yes,0.6690245289389847,High
9060-HJJRW,No,0.2862626441868804,Low
2587-YNLES,No,0.08019369546244935,Low
7398-SKNQZ,No,0.9019715771587435,Critical
5935-FCCNB,No,0.9169184168658172,Critical
1958-RNRKS,No,0.5017069116255766,High
5136-RGMZO,No,0.49590917149834207,Medium
8345-MVDYC,No,0.06826831597213229,Low
8226-BXGES,No,0.13088685161671365,Low
3877-JRJIP,Yes,0.818397157574594,Critical
8375-DKEBR,Yes,0.8832528921446287,Critical
9705-IOVQQ,No,0.412150939317633,Medium
1015-OWJKI,No,0.3696376850632095,Medium
7511-YMXVQ,Yes,0.8359116393653974,Critical
2040-XBAVJ,No,0.07169660913009189,Low
7551-JOHTI,Yes,0.35949176481452705,Medium
8887-IPQNC,No,0.6230455582062355,High
8646-JCOMS,No,0.1720221085792745,Low
9804-ICWBG,Yes,0.8644300607917275,Critical
1222-KJNZD,No,0.15281648741100964,Low
0106-GHRQR,No,0.6405233584916761,High
5318-IXUZF,Yes,0.8123484482804617,Critical
3768-VHXQO,No,0.02232135075912631,Low
8952-WCVCD,No,0.36081117657116324,Medium
2418-TPEUN,No,0.025969017150376503,Low
3963-RYFNS,No,0.11606291880103839,Low
3198-VELRD,Yes,0.8508496863775237,Critical
8540-ZQGEA,No,0.024014860725176994,Low
1320-REHCS,No,0.6809157567213909,High
4137-JOPHL,No,0.17409672784300737,Low
9436-ZBZCT,Yes,0.8205666284957404,Critical
7801-CEDNV,No,0.14512888479490343,Low
2057-BOYKM,No,0.08049983424714094,Low
3658-QQJYD,No,0.11987492865875071,Low
1803-BGNBD,No,0.5112423583605376,High
0134-XWXCE,No,0.18408673886820462,Low
6950-TWMYB,No,0.086105583805149,Low
5848-FHRFC,No,0.016211250739742028,Low
2243-FNMMI,No,0.24694467459429,Low
2511-MORQY,No,0.12638672359736347,Low
5356-KZCKT,No,0.04229732173074728,Low
9470-XCCEM,No,0.6487405735420789,High
6519-CFDBX,No,0.7118056301139863,Critical
3902-MIVLE,No,0.03853831408058713,Low
0409-WTMPL,No,0.3033391746090025,Medium
8763-KIAFH,No,0.11794614742397307,Low
3669-WHAFY,No,0.1221511167875671,Low
3055-VTCGS,No,0.12038455642199473,Low
3144-KMTWZ,No,0.4772283684218119,Medium
7279-BUYWN,Yes,0.711426262582144,Critical
7156-MHUGY,Yes,0.9037814724606633,Critical
7198-GLXTC,Yes,0.8486139169769045,Critical
2007-QVGAW,No,0.018553269225233024,Low
5207-PLSTK,No,0.4921297720458856,Medium
2307-FYNNL,No,0.2633275690311776,Low
5605-XNWEN,No,0.0330906932841969,Low
2155-AMQRX,No,0.40215341885085093,Medium
6181-AXXYF,No,0.015359213487208909,Low
5091-HFAZW,No,0.7909764801105644,Critical
0516-VRYBW,Yes,0.10101642809162452,Low
2519-LBNQL,No,0.5651173389626525,High
8623-ULFNQ,No,0.6248353075051547,High
8380-PEFPE,Yes,0.8268197270653316,Critical
5687-DKDTV,Yes,0.3316023786705512,Medium
1568-LJSZU,No,0.046548094140934276,Low
7530-HDYDS,Yes,0.44577925553126196,Medium
7789-HKSBS,No,0.4939372161212572,Medium
7416-CKTEP,No,0.031805550568516576,Low
2586-CWXVV,No,0.3116158806832051,Medium
3096-IZETN,Yes,0.7569528297766784,Critical
2348-KCJLT,No,0.11204001026044863,Low
8401-EMUWF,No,0.27238693032171185,Low
4193-IBKSW,No,0.015284693468836532,Low
5377-NDTOU,No,0.03291333860186917,Low
5922-ABDVO,Yes,0.7735582590876763,Critical
2474-LCNUE,No,0.5868248678814864,High
0839-QNXME,No,0.049009309720262725,Low
3506-OVLKD,No,0.10166921850084606,Low
9172-ANCRX,Yes,0.8698251392536698,Critical
6650-VJONK,No,0.6572813635165562,High
2178-PMGCJ,No,0.7231935423491749,Critical
7492-TAFJD,No,0.1378158434813388,Low
2773-MADBQ,No,0.13756508080044577,Low
6016-LVTJQ,No,0.13633178506077698,Low
7860-KSUGX,No,0.019471996807890853,Low
8966-KZXXA,No,0.04253564904542768,Low
6910-HADCM,Yes,0.8026292327948477,Critical
4816-LXZYW,Yes,0.7890602745868793,Critical
9606-PBKBQ,Yes,0.8459663597616752,Critical
5149-QYTTU,No,0.10947465594183722,Low
2070-XYMFH,No,0.796796690788984,Critical
2085-BOJKI,No,0.6823926375985891,High
0817-HSUSE,No,0.7469783328856223,Critical
5442-PPTJY,No,0.07074533582203515,Low
1927-QEWMY,No,0.014109335062425727,Low
1663-MHLHE,No,0.3685960789759007,Medium
5663-QBGIS,No,0.18572890512495294,Low
4450-MDZFX,No,0.3561009989226696,Medium
6701-DHKWQ,No,0.035476879835750284,Low
7554-AKDQF,No,0.5303311023517688,High
3536-IQCTX,Yes,0.7901398076862407,Critical
4911-BANWH,Yes,0.6900541986455083,High
8496-EJAUI,Yes,0.6996275946542782,High
0794-YVSGE,No,0.011516599002302211,Low
5423-BHIXO,No,0.5463114432531878,High
6908-VVYHM,No,0.5953096662194833,High
2959-EEXWB,No,0.34912177365009034,Medium
1839-UMACK,No,0.12079323574495936,Low
3030-YDNRM,No,0.8706559753517109,Critical
7321-KKSDU,No,0.04023612797846016,Low
3402-XRIUO,No,0.44895957250754814,Medium
3132-TVFDZ,Yes,0.6014343663834238,High
8286-AFUYI,No,0.5359859451424592,High
8080-DDEMJ,Yes,0.690575711970402,High
8356-WUAOJ,No,0.7183880012426813,Critical
6365-MTGZX,Yes,0.7779903197689225,Critical
1349-WXNGG,Yes,0.340641869605566,Medium
8058-DMYRU,No,0.7179603330759093,Critical
9350-ZXYJC,No,0.1697470085475953,Low
6990-YNRIO,Yes,0.10019626153531552,Low
8958-JPTRR,No,0.08172692519998051,Low
6959-GQEGV,No,0.42273119164281253,Medium
3173-WSSUE,No,0.011767789463215945,Low
1265-HVPZB,No,0.07311572912071974,Low
4115-UMJFQ,No,0.12180162460914483,Low
7369-TRPFD,No,0.140577812877364,Low
1098-KFQEC,No,0.018857291594964094,Low
7190-XHTWJ,No,0.08209661269952977,Low
0621-TWIEM,Yes,0.6657185369394051,High
3537-RYBHH,No,0.25494235461521275,Low
2485-ITVKB,Yes,0.8255225864775786,Critical
3669-OYSJI,Yes,0.5541434226670013,High
1612-EOHDH,Yes,0.6407212974514427,High
6702-OHFWR,Yes,0.850435355843689,Critical
5296-BFCYD,No,0.03850902767571806,Low
4510-PYUSH,Yes,0.25979433123288104,Low
9359-JANWS,No,0.02396077484730281,Low
7517-SAWMO,Yes,0.6868962158917223,High
4143-HHPMK,Yes,0.6274360864586581,High
3279-DYZQM,No,0.01337621100414657,Low
7054-LGEQW,Yes,0.5711150319583203,High
0523-VNGTF,No,0.4000343416037229,Medium
9575-IWCAZ,No,0.22949950386795753,Low
7105-MXJLL,No,0.3324358707799262,Medium
7064-FRRSW,No,0.6564184460868723,High
7940-UQQUG,No,0.2403160969981895,Low
0923-PNFUB,Yes,0.8223046834557651,Critical
3961-SXAXY,No,0.6559353866014788,High
7010-BRBUU,No,0.015655596397995884,Low
3566-HJGPK,No,0.6675896684066994,High
3062-ICYZQ,No,0.513602343252793,High
9938-PRCVK,No,0.0277973171742596,Low
0973-KYVNF,No,0.02561487293355328,Low
5129-HHMZC,No,0.08185015586431452,Low
9637-CDTKZ,No,0.1256646447689125,Low
3946-JEWRQ,No,0.55224311976858,High
7873-CVMAW,No,0.04130901638767954,Low
0463-WZZKO,No,0.40713776746167646,Medium
3494-JCHRQ,Yes,0.8639044468713181,Critical
6474-FVJLC,Yes,0.9155805912909761,Critical
4524-QCSSM,No,0.4675371335232265,Medium
5832-EXGTT,No,0.35876456009354113,Medium
8840-DQLGN,Yes,0.5924907732831266,High
2039-JONDJ,No,0.12435048333918308,Low
7217-JYHOQ,No,0.3213052110962579,Medium
6695-FRVEC,No,0.025242579136260726,Low
4547-LYTDD,Yes,0.7920997995421113,Critical
9894-QMIMJ,No,0.205485782934529,Low
8069-YQQAJ,No,0.6170531318533524,High
6770-XUAGN,Yes,0.44086026889363994,Medium
4193-ORFCL,Yes,0.6234496575532871,High
1636-NTNCO,No,0.8109683203579926,Critical
3466-WAESX,No,0.5625455722193545,High
9281-PKKZE,No,0.6314604111885381,High
3638-VBZTA,No,0.04829005323933383,Low
7459-IMVYU,No,0.27456845355191645,Low
7776-QWNFX,Yes,0.44544658506106294,Medium
6689-TCZHQ,Yes,0.8670906961263265,Critical
8563-OYMQY,No,0.7620062283990862,Critical
0754-EEBDC,No,0.08755819753051196,Low
5777-ZPQNC,No,0.19665656311821353,Low
1951-IEYXM,No,0.04355202620191804,Low
3318-NMQXL,No,0.9088905422132407,Critical
3143-ILDAL,Yes,0.5611635334804131,High
1022-RKXDR,No,0.1324310304323287,Low
2361-FJWNO,No,0.12534707254928984,Low
2272-UOINI,No,0.6540464004868572,High
8232-UTFOZ,No,0.01635467915998983,Low
3750-YHRYO,No,0.14621447376393545,Low
6637-KYRCV,No,0.6783940821621139,High
5668-MEISB,No,0.04902070399127463,Low
0129-QMPDR,No,0.07068352542332666,Low
7188-CBBBA,No,0.38780143673689327,Medium
5356-CSVSQ,No,0.6436527382643685,High
3221-CJMSG,No,0.3647211517436708,Medium
4720-VSTSI,Yes,0.5769825297371853,High
3219-JQRSL,No,0.04680098769842861,Low
2801-NISEI,No,0.33474006701981124,Medium
3946-MHCZW,Yes,0.5770720277211164,High
4623-ZKHLY,No,0.2792024683997675,Low
6732-VAILE,No,0.05298841522994082,Low
8201-AAXCB,No,0.5378720669294463,High
7696-CFTAT,No,0.03199181601928746,Low
1845-CSBRZ,No,0.7118561491031813,Critical
2123-VSCOT,No,0.056088221155492037,Low
6651-AZVTJ,Yes,0.7352708057347679,Critical
4566-GOLUK,Yes,0.5458277539604465,High
2484-DGXPZ,Yes,0.20479503180718286,Low
2018-QKYGT,No,0.8694099687301754,Critical
2792-VPPET,No,0.4977911246311584,Medium
7409-JURKQ,No,0.34326783759762425,Medium
3247-MHJKM,No,0.3616832622457772,Medium
1964-SVLEA,No,0.18266001905440943,Low
4587-NUKOX,Yes,0.7523099095580187,Critical
7297-DVYGA,No,0.07306025124725056,Low
2239-CGBUZ,No,0.08183389522295384,Low
0854-UYHZD,No,0.06719531910832055,Low
7243-LCGGZ,No,0.34993548683093945,Medium
8267-KFGYD,No,0.38652992040919093,Medium
4890-VMUAV,No,0.07620798408968635,Low
9261-WDCAF,No,0.6494451651757845,High
3764-MNMOI,No,0.03232549109531958,Low
7442-YGZFK,No,0.7105990883704194,Critical
0420-BWTPW,Yes,0.5504624291486852,High
8229-BUJHX,No,0.011437119223265343,Low
7449-HVPIV,No,0.5343672428570994,High
5504-WSIUR,No,0.15912270001065967,Low
8183-ONMXC,Yes,0.8483349946548105,Critical
8466-PZBLH,No,0.09324932014754403,Low
9614-RMGHA,Yes,0.4760198996782583,Medium
8735-IJJEG,No,0.4576151358718684,Medium
0564-MUUQK,No,0.6798705651151334,High
5054-IEXZT,Yes,0.812389717489765,Critical
5834-ASPWA,Yes,0.8915474611465726,Critical
0701-RFGFI,No,0.6492448398391114,High
0019-EFAEP,No,0.09340037641222151,Low
5619-PTMIK,No,0.2748602139934374,Low
3737-XBQDD,No,0.7164082531384792,Critical
5882-CMAZQ,No,0.4900724098072658,Medium
5846-QFDFI,No,0.40089109955255825,Medium
4445-KWOKW,No,0.14494905537795746,Low
3511-APPBJ,No,0.5321539185681641,High
7967-HYCDE,No,0.7062504143856434,Critical
2430-RRYUW,No,0.06835201154512746,Low
3948-XHGNA,Yes,0.3569243127827597,Medium
3723-BFBGR,No,0.47427742872027867,Medium
