InvoiceNo,InvoiceDate,CustomerID,Country,StockCode,Description,Quantity,UnitPrice,TotalPrice
1754,2011-01-20,271,France,P5709,Electronics,1,71.55,71.55
1754,2011-01-20,271,France,P9501,Sports,4,57.84,231.36
1755,2011-03-19,271,France,P4903,Books,4,12.94,51.76
1755,2011-03-19,271,France,P5495,Clothing,1,52.8,52.8
1756,2011-03-22,272,France,P1632,Home,3,69.08,207.24
1756,2011-03-22,272,France,P5104,Sports,3,97.4,292.20000000000005
1756,2011-03-22,272,France,P6259,Sports,1,60.6,60.6
1756,2011-03-22,272,France,P1282,Home,2,74.33,148.66
1756,2011-03-22,272,France,P6877,Books,1,16.16,16.16
1757,2011-05-20,272,France,P2303,Clothing,-4,47.59,190.36
1757,2011-05-20,272,France,P2049,Home,5,20.47,102.35
1757,2011-05-20,272,France,P5524,Books,2,65.15,130.3
1757,2011-05-20,272,France,P3858,Home,4,94.46,377.84
1757,2011-05-20,272,France,P4812,Clothing,5,69.56,347.8
1758,2011-02-13,273,France,P1687,Sports,4,41.92,167.68
1758,2011-02-13,273,France,P5244,Sports,-2,59.56,119.12
1759,2011-03-02,274,Spain,P6729,Sports,1,46.29,46.29
1759,2011-03-02,274,Spain,P2854,Electronics,1,227.56,227.56
1759,2011-03-02,274,Spain,P6337,Sports,1,83.32,83.32
1760,2011-08-02,275,UK,P3344,Electronics,4,85.65,342.6
1760,2011-08-02,275,UK,P6902,Electronics,3,134.21,402.63
1760,2011-08-02,275,UK,P7139,Home,4,47.19,188.76
1760,2011-08-02,275,UK,P3626,Books,3,70.82,212.45999999999998
1761,2011-05-14,275,UK,P1418,Home,2,69.23,138.46
1762,2011-03-08,275,UK,P9326,Clothing,3,16.31,48.92999999999999
1762,2011-03-08,275,UK,P7206,Sports,3,45.57,136.71
1762,2011-03-08,275,UK,P3458,Sports,1,26.36,26.36
1762,2011-03-08,275,UK,P4679,Books,1,24.11,24.11
1762,2011-03-08,275,UK,P9982,Sports,5,84.46,422.29999999999995
1763,2011-03-01,276,UK,P9592,Electronics,5,73.17,365.85
1763,2011-03-01,276,UK,P4195,Sports,4,47.73,190.92
1763,2011-03-01,276,UK,P6385,Sports,3,25.14,75.42
1763,2011-03-01,276,UK,P6157,Clothing,3,89.14,267.42
1763,2011-03-01,276,UK,P7716,Electronics,2,173.62,347.24
1764,2011-05-01,276,UK,P6935,Home,5,30.82,154.1
1765,2011-07-15,276,UK,P7862,Sports,2,55.22,110.44
1765,2011-07-15,276,UK,P3052,Clothing,5,75.83,379.15
1765,2011-07-15,276,UK,P7678,Sports,2,96.23,192.46
1765,2011-07-15,276,UK,P5700,Sports,2,29.84,59.68
1766,2011-02-14,277,Germany,P3431,Books,4,77.72,310.88
1767,2011-06-11,277,Germany,P1254,Clothing,2,57.82,115.64
1767,2011-06-11,277,Germany,P8698,Clothing,1,70.97,70.97
1767,2011-06-11,277,Germany,P8068,Electronics,2,148.55,297.1
1767,2011-06-11,277,Germany,P3168,Electronics,2,207.64,415.28
1768,2011-05-26,277,Germany,P7591,Books,4,84.2,336.8
1768,2011-05-26,277,Germany,P2950,Sports,2,23.18,46.36
1768,2011-05-26,277,Germany,P2765,Home,3,84.96,254.88
1768,2011-05-26,277,Germany,P6815,Electronics,1,170.36,170.36
1768,2011-05-26,277,Germany,P8138,Books,4,86.02,344.08
1769,2011-03-30,277,Germany,P9345,Clothing,2,48.82,97.64
1769,2011-03-30,277,Germany,P7060,Electronics,2,138.91,277.82
1769,2011-03-30,277,Germany,P3895,Books,4,92.36,369.44
1769,2011-03-30,277,Germany,P2587,Sports,5,32.61,163.05
1770,2011-03-15,277,Germany,P9481,Books,-3,85.98,257.94
1770,2011-03-15,277,Germany,P7990,Sports,5,53.56,267.8
1770,2011-03-15,277,Germany,P3923,Home,3,56.27,168.81
1771,2011-02-20,277,Germany,P6150,Clothing,4,37.76,151.04
1772,2011-07-04,278,UK,P5250,Clothing,2,34.48,68.96
1772,2011-07-04,278,UK,P5565,Sports,1,10.57,10.57
1772,2011-07-04,278,UK,P9334,Clothing,1,98.05,98.05
1772,2011-07-04,278,UK,P1651,Clothing,1,96.92,96.92
1773,2011-07-18,278,UK,P1422,Clothing,1,45.56,45.56
1773,2011-07-18,278,UK,P7987,Home,2,75.55,151.1
1773,2011-07-18,278,UK,P8435,Books,5,41.12,205.6
1773,2011-07-18,278,UK,P2965,Home,1,70.4,70.4
1773,2011-07-18,278,UK,P2423,Books,4,82.49,329.96
1774,2011-04-17,279,Germany,P4644,Home,1,95.21,95.21
1775,2011-05-13,280,Germany,P9402,Sports,3,46.02,138.06
1775,2011-05-13,280,Germany,P1628,Electronics,3,217.74,653.22
1776,2011-06-30,281,Spain,P1583,Clothing,5,64.32,321.59999999999997
1776,2011-06-30,281,Spain,P7163,Electronics,2,193.6,387.2
1776,2011-06-30,281,Spain,P3481,Clothing,2,71.92,143.84
1777,2011-06-22,282,UK,P2453,Clothing,2,94.47,188.94
1777,2011-06-22,282,UK,P2102,Sports,-2,26.31,52.62
1777,2011-06-22,282,UK,P3918,Books,5,66.05,330.25
1778,2011-02-24,282,UK,P4845,Home,5,30.04,150.2
1778,2011-02-24,282,UK,P3950,Home,4,37.65,150.6
1778,2011-02-24,282,UK,P8947,Home,2,59.18,118.36
1778,2011-02-24,282,UK,P9903,Books,4,47.55,190.2
1779,2011-06-18,282,UK,P5706,Electronics,2,96.24,192.48
1779,2011-06-18,282,UK,P7960,Books,4,25.38,101.52
1779,2011-06-18,282,UK,P6224,Electronics,2,146.54,293.08
1780,2011-04-25,283,UK,P4847,Books,5,45.38,226.9
1780,2011-04-25,283,UK,P4524,Electronics,3,84.55,253.64999999999998
1780,2011-04-25,283,UK,P6295,Books,1,11.49,11.49
1780,2011-04-25,283,UK,P8240,Home,3,69.55,208.64999999999998
1781,2011-05-02,283,UK,P4587,Home,1,64.22,64.22
1781,2011-05-02,283,UK,P7714,Home,1,24.67,24.67
1781,2011-05-02,283,UK,P9782,Clothing,5,31.04,155.2
1781,2011-05-02,283,UK,P6401,Clothing,1,12.13,12.13
1782,2011-02-16,283,UK,P1345,Sports,1,85.15,85.15
1782,2011-02-16,283,UK,P6460,Books,1,97.72,97.72
1782,2011-02-16,283,UK,P1806,Home,-5,22.19,110.95
1782,2011-02-16,283,UK,P4251,Sports,2,30.83,61.66
1782,2011-02-16,283,UK,P4757,Clothing,5,88.16,440.79999999999995
1783,2011-05-22,284,UK,P5074,Books,2,13.55,27.1
1783,2011-05-22,284,UK,P9627,Electronics,1,176.92,176.92
1783,2011-05-22,284,UK,P8944,Electronics,5,141.61,708.0500000000001
1784,2011-02-26,284,UK,P5051,Home,-3,12.58,37.74
1784,2011-02-26,284,UK,P7190,Electronics,3,62.49,187.47
1785,2011-08-02,284,UK,P2253,Clothing,3,11.02,33.06
1785,2011-08-02,284,UK,P7805,Electronics,5,218.54,1092.7
1785,2011-08-02,284,UK,P9875,Electronics,1,124.75,124.75
1785,2011-08-02,284,UK,P7408,Sports,-2,13.62,27.24
1786,2011-04-10,285,UK,P8518,Sports,1,34.77,34.77
1786,2011-04-10,285,UK,P8723,Clothing,1,73.85,73.85
1786,2011-04-10,285,UK,P4641,Books,3,34.43,103.28999999999999
1786,2011-04-10,285,UK,P5659,Books,5,91.38,456.9
1787,2011-07-19,285,UK,P9143,Sports,2,43.72,87.44
1787,2011-07-19,285,UK,P2774,Books,3,59.49,178.47
1787,2011-07-19,285,UK,P1407,Books,2,14.55,29.1
1787,2011-07-19,285,UK,P8811,Books,2,48.35,96.7
1787,2011-07-19,285,UK,P6446,Sports,1,84.91,84.91
1788,2011-02-26,285,UK,P9025,Electronics,5,82.51,412.55
1789,2011-06-21,285,UK,P8758,Electronics,2,108.74,217.48
1789,2011-06-21,285,UK,P1965,Sports,5,30.35,151.75
1790,2011-04-16,286,UK,P7660,Electronics,3,224.37,673.11
1790,2011-04-16,286,UK,P9007,Electronics,3,246.43,739.29
1791,2011-06-15,286,UK,P8913,Home,2,18.58,37.16
1791,2011-06-15,286,UK,P2334,Sports,5,50.51,252.54999999999998
1791,2011-06-15,286,UK,P7155,Electronics,4,130.8,523.2
1791,2011-06-15,286,UK,P2990,Clothing,1,88.36,88.36
1792,2011-03-10,286,UK,P7949,Books,-1,17.52,17.52
1792,2011-03-10,286,UK,P9594,Books,2,29.0,58.0
1793,2011-07-03,287,UK,P8134,Books,1,54.33,54.33
1793,2011-07-03,287,UK,P7088,Home,3,49.79,149.37
1793,2011-07-03,287,UK,P9572,Sports,2,40.1,80.2
1793,2011-07-03,287,UK,P7082,Clothing,5,45.51,227.54999999999998
1794,2011-06-25,287,UK,P6409,Home,4,57.69,230.76
1794,2011-06-25,287,UK,P8763,Clothing,2,24.52,49.04
1794,2011-06-25,287,UK,P3463,Electronics,3,176.54,529.62
1794,2011-06-25,287,UK,P1091,Books,1,82.49,82.49
1794,2011-06-25,287,UK,P2537,Home,2,78.41,156.82
1795,2011-06-30,287,UK,P8679,Home,-1,23.85,23.85
1795,2011-06-30,287,UK,P4703,Sports,-2,23.43,46.86
1795,2011-06-30,287,UK,P5498,Home,1,34.14,34.14
1795,2011-06-30,287,UK,P6009,Home,4,42.5,170.0
1796,2011-04-18,288,UK,P4546,Electronics,5,71.76,358.8
1796,2011-04-18,288,UK,P2676,Home,2,45.27,90.54
1797,2011-03-16,288,UK,P5542,Sports,4,72.74,290.96
1797,2011-03-16,288,UK,P1043,Sports,4,27.41,109.64
1797,2011-03-16,288,UK,P3400,Clothing,-2,67.74,135.48
1797,2011-03-16,288,UK,P1004,Clothing,2,33.38,66.76
1797,2011-03-16,288,UK,P1855,Home,1,89.75,89.75
1798,2011-03-19,288,UK,P6359,Books,4,90.61,362.44
1798,2011-03-19,288,UK,P4944,Home,5,36.76,183.79999999999998
1798,2011-03-19,288,UK,P7316,Sports,4,30.7,122.8
1798,2011-03-19,288,UK,P9552,Books,3,47.02,141.06
1798,2011-03-19,288,UK,P4504,Home,-5,31.65,158.25
1799,2011-04-06,289,UK,P5104,Sports,4,70.51,282.04
1799,2011-04-06,289,UK,P6704,Electronics,5,226.08,1130.4
1799,2011-04-06,289,UK,P8636,Clothing,1,70.58,70.58
1799,2011-04-06,289,UK,P4129,Home,4,84.19,336.76
1800,2011-02-01,290,UK,P1091,Books,3,76.42,229.26
1800,2011-02-01,290,UK,P7043,Sports,3,42.44,127.32
1801,2011-04-04,290,UK,P5504,Sports,-3,70.41,211.23
1802,2011-07-13,290,UK,P5145,Books,1,34.36,34.36
1802,2011-07-13,290,UK,P1498,Home,1,17.31,17.31
1802,2011-07-13,290,UK,P9033,Books,5,99.33,496.65
1802,2011-07-13,290,UK,P9938,Clothing,4,24.06,96.24
1803,2011-03-07,291,UK,P3156,Clothing,2,98.96,197.92
1803,2011-03-07,291,UK,P2956,Electronics,4,255.57,1022.28
1803,2011-03-07,291,UK,P2021,Electronics,4,219.79,879.16
1803,2011-03-07,291,UK,P5546,Home,1,69.35,69.35
1803,2011-03-07,291,UK,P6450,Clothing,5,62.0,310.0
1804,2011-08-19,291,UK,P7000,Clothing,5,87.95,439.75
1804,2011-08-19,291,UK,P7605,Sports,1,36.05,36.05
1804,2011-08-19,291,UK,P9216,Books,-1,52.09,52.09
1805,2011-04-06,291,UK,P4255,Clothing,-4,65.75,263.0
1806,2011-07-16,292,UK,P2928,Home,3,60.78,182.34
1807,2011-05-02,292,UK,P8585,Sports,1,86.55,86.55
1807,2011-05-02,292,UK,P3990,Electronics,1,104.3,104.3
1807,2011-05-02,292,UK,P1329,Electronics,2,247.21,494.42
1807,2011-05-02,292,UK,P7136,Clothing,1,72.02,72.02
1808,2011-06-01,292,UK,P4130,Clothing,3,84.09,252.27
1809,2011-03-04,293,France,P3916,Electronics,4,173.46,693.84
1809,2011-03-04,293,France,P7782,Home,2,80.16,160.32
1809,2011-03-04,293,France,P4264,Clothing,2,11.46,22.92
1810,2011-07-06,294,UK,P6957,Home,1,90.09,90.09
1810,2011-07-06,294,UK,P3793,Home,5,99.28,496.4
1810,2011-07-06,294,UK,P9813,Electronics,5,122.34,611.7
1810,2011-07-06,294,UK,P8108,Sports,2,28.93,57.86
1811,2011-04-07,294,UK,P9253,Clothing,3,78.88,236.64
1811,2011-04-07,294,UK,P4452,Sports,-3,32.77,98.31
1811,2011-04-07,294,UK,P1515,Home,2,87.9,175.8
1812,2011-02-07,294,UK,P6291,Clothing,4,19.26,77.04
1812,2011-02-07,294,UK,P1554,Home,5,21.34,106.7
1812,2011-02-07,294,UK,P1129,Home,1,98.12,98.12
1812,2011-02-07,294,UK,P6516,Clothing,4,70.65,282.6
1812,2011-02-07,294,UK,P6018,Electronics,2,86.22,172.44
1813,2011-01-22,295,UK,P8126,Sports,4,64.28,257.12
1813,2011-01-22,295,UK,P5138,Books,4,71.43,285.72
1813,2011-01-22,295,UK,P7572,Home,5,61.78,308.9
1813,2011-01-22,295,UK,P4838,Home,1,48.62,48.62
1814,2011-05-26,295,UK,P7565,Books,4,34.83,139.32
1815,2011-06-17,295,UK,P5924,Clothing,5,79.17,395.85
1816,2011-05-30,296,UK,P6458,Sports,2,30.36,60.72
1816,2011-05-30,296,UK,P3317,Electronics,1,200.01,200.01
1817,2011-05-03,297,Germany,P3416,Clothing,-4,31.0,124.0
1817,2011-05-03,297,Germany,P2316,Clothing,2,66.28,132.56
1817,2011-05-03,297,Germany,P8152,Clothing,2,77.24,154.48
1817,2011-05-03,297,Germany,P7131,Electronics,2,107.65,215.3
1818,2011-02-17,298,UK,P8738,Sports,4,21.79,87.16
1818,2011-02-17,298,UK,P2569,Books,4,64.54,258.16
1818,2011-02-17,298,UK,P3187,Books,2,86.45,172.9
1818,2011-02-17,298,UK,P7956,Books,3,14.05,42.150000000000006
1819,2011-06-24,298,UK,P1440,Sports,1,76.07,76.07
1819,2011-06-24,298,UK,P4852,Clothing,5,40.72,203.6
1819,2011-06-24,298,UK,P1026,Home,3,53.07,159.21
1819,2011-06-24,298,UK,P2265,Sports,5,93.6,468.0
1820,2011-07-07,298,UK,P4460,Clothing,4,39.88,159.52
1820,2011-07-07,298,UK,P7292,Home,-4,51.88,207.52
1821,2011-03-16,299,UK,P7909,Books,-4,17.34,69.36
1821,2011-03-16,299,UK,P9476,Clothing,2,33.27,66.54
1821,2011-03-16,299,UK,P6673,Electronics,4,70.43,281.72
1822,2011-06-27,299,UK,P3109,Books,1,66.82,66.82
1823,2011-05-30,299,UK,P7581,Books,-4,48.38,193.52
1823,2011-05-30,299,UK,P5237,Books,1,59.33,59.33
1823,2011-05-30,299,UK,P8377,Electronics,5,99.06,495.3
1823,2011-05-30,299,UK,P6489,Sports,3,36.63,109.89000000000001
1823,2011-05-30,299,UK,P3930,Sports,3,69.74,209.21999999999997
1824,2011-05-17,300,UK,P5224,Clothing,1,96.88,96.88
1825,2011-03-30,300,UK,P8614,Sports,4,14.54,58.16
1825,2011-03-30,300,UK,P9021,Home,1,90.13,90.13
1825,2011-03-30,300,UK,P7050,Books,-3,61.92,185.76
1825,2011-03-30,300,UK,P5852,Home,4,60.75,243.0
1825,2011-03-30,300,UK,P5804,Electronics,5,162.55,812.75
1826,2011-05-10,300,UK,P1583,Electronics,4,78.53,314.12
1826,2011-05-10,300,UK,P1599,Sports,1,18.09,18.09
1826,2011-05-10,300,UK,P2377,Sports,4,64.08,256.32
1826,2011-05-10,300,UK,P3369,Sports,1,40.69,40.69
1827,2011-04-17,301,UK,P9577,Sports,2,74.32,148.64
1827,2011-04-17,301,UK,P6350,Sports,-4,36.4,145.6
1827,2011-04-17,301,UK,P2656,Home,1,57.29,57.29
1827,2011-04-17,301,UK,P2290,Books,5,72.8,364.0
1828,2011-05-03,301,UK,P5208,Books,-4,91.02,364.08
1828,2011-05-03,301,UK,P4139,Electronics,4,219.48,877.92
1828,2011-05-03,301,UK,P9422,Sports,3,70.87,212.61
1829,2011-06-24,301,UK,P4525,Electronics,3,197.53,592.59
1829,2011-06-24,301,UK,P4042,Books,3,95.13,285.39
1830,2011-06-19,302,UK,P7671,Clothing,3,34.48,103.44
1830,2011-06-19,302,UK,P3126,Clothing,1,29.61,29.61
1830,2011-06-19,302,UK,P6212,Home,3,69.57,208.70999999999998
1830,2011-06-19,302,UK,P6318,Electronics,2,188.57,377.14
1831,2011-03-13,302,UK,P8547,Sports,3,63.41,190.23
1832,2011-06-15,302,UK,P8792,Sports,3,11.46,34.38
1832,2011-06-15,302,UK,P6237,Sports,1,75.59,75.59
1832,2011-06-15,302,UK,P9175,Home,4,39.12,156.48
1832,2011-06-15,302,UK,P7390,Clothing,5,69.86,349.3
1833,2011-07-04,303,UK,P2361,Books,5,18.5,92.5
1834,2011-04-02,303,UK,P6166,Home,3,84.84,254.52
1834,2011-04-02,303,UK,P3731,Books,-4,92.66,370.64
1834,2011-04-02,303,UK,P7805,Sports,3,68.48,205.44
1834,2011-04-02,303,UK,P9040,Electronics,3,85.17,255.51
1834,2011-04-02,303,UK,P3157,Clothing,4,46.18,184.72
1835,2011-05-15,303,UK,P4462,Electronics,1,207.14,207.14
1835,2011-05-15,303,UK,P3606,Electronics,5,217.07,1085.35
1835,2011-05-15,303,UK,P4567,Books,5,20.64,103.2
1835,2011-05-15,303,UK,P6950,Books,5,10.0,50.0
1835,2011-05-15,303,UK,P9724,Electronics,3,203.87,611.61
1836,2011-05-22,304,UK,P3910,Home,4,11.16,44.64
1836,2011-05-22,304,UK,P6473,Books,-3,58.63,175.89000000000001
1836,2011-05-22,304,UK,P2610,Books,2,86.6,173.2
1836,2011-05-22,304,UK,P7852,Books,5,96.19,480.95
1837,2011-05-01,304,UK,P9247,Electronics,5,175.32,876.5999999999999
1837,2011-05-01,304,UK,P7697,Electronics,5,165.32,826.5999999999999
1838,2011-03-26,305,Germany,P8731,Clothing,2,17.66,35.32
1838,2011-03-26,305,Germany,P7378,Electronics,-3,172.03,516.09
1838,2011-03-26,305,Germany,P3644,Sports,5,44.2,221.0
1838,2011-03-26,305,Germany,P4920,Books,3,64.64,193.92000000000002
1838,2011-03-26,305,Germany,P4273,Clothing,4,44.99,179.96
1839,2011-03-22,306,Netherlands,P8523,Electronics,2,126.41,252.82
1840,2011-03-09,306,Netherlands,P8559,Books,2,18.7,37.4
1840,2011-03-09,306,Netherlands,P6427,Sports,1,25.92,25.92
1840,2011-03-09,306,Netherlands,P2144,Clothing,2,98.86,197.72
1840,2011-03-09,306,Netherlands,P7657,Electronics,1,151.6,151.6
1840,2011-03-09,306,Netherlands,P2152,Sports,4,57.87,231.48
1841,2011-07-03,307,UK,P8184,Sports,5,88.63,443.15
1842,2011-04-26,308,UK,P9381,Home,4,46.24,184.96
1843,2011-07-22,308,UK,P5300,Books,1,70.53,70.53
1843,2011-07-22,308,UK,P7004,Sports,1,71.4,71.4
1843,2011-07-22,308,UK,P4982,Books,3,38.37,115.10999999999999
1843,2011-07-22,308,UK,P6407,Books,2,21.99,43.98
1844,2011-07-25,308,UK,P5259,Books,4,66.92,267.68
1845,2011-05-09,308,UK,P5225,Books,3,21.55,64.65
1845,2011-05-09,308,UK,P3294,Sports,3,62.06,186.18
1845,2011-05-09,308,UK,P4621,Clothing,5,72.41,362.04999999999995
1846,2011-05-16,308,UK,P3593,Home,3,73.06,219.18
1846,2011-05-16,308,UK,P8206,Sports,3,77.81,233.43
1846,2011-05-16,308,UK,P3106,Home,2,88.56,177.12
1846,2011-05-16,308,UK,P7295,Clothing,5,55.0,275.0
1846,2011-05-16,308,UK,P4467,Home,-2,75.72,151.44
1847,2011-02-11,309,Germany,P9332,Electronics,3,12.31,36.93
1847,2011-02-11,309,Germany,P3791,Sports,4,35.61,142.44
1847,2011-02-11,309,Germany,P9209,Home,2,49.87,99.74
1847,2011-02-11,309,Germany,P8950,Home,5,65.54,327.70000000000005
1847,2011-02-11,309,Germany,P8929,Clothing,5,86.5,432.5
1848,2011-02-23,310,UK,P6840,Sports,1,27.66,27.66
1848,2011-02-23,310,UK,P1199,Books,4,21.3,85.2
1848,2011-02-23,310,UK,P6956,Sports,2,96.71,193.42
1849,2011-07-05,310,UK,P9313,Books,1,19.72,19.72
1850,2011-05-22,311,UK,P9567,Electronics,1,76.12,76.12
1850,2011-05-22,311,UK,P3993,Clothing,2,19.49,38.98
1850,2011-05-22,311,UK,P8472,Clothing,2,62.7,125.4
1850,2011-05-22,311,UK,P5354,Clothing,1,58.99,58.99
1850,2011-05-22,311,UK,P4113,Sports,-3,31.04,93.12
1851,2011-01-22,311,UK,P4728,Sports,-3,67.4,202.20000000000002
1851,2011-01-22,311,UK,P8819,Clothing,5,83.81,419.05
1852,2011-05-04,311,UK,P2196,Sports,1,13.74,13.74
1853,2011-02-25,311,UK,P4234,Electronics,-4,54.83,219.32
1853,2011-02-25,311,UK,P8982,Electronics,5,72.04,360.20000000000005
1853,2011-02-25,311,UK,P8041,Home,-5,32.71,163.55
1853,2011-02-25,311,UK,P4191,Electronics,4,37.7,150.8
1854,2011-06-24,312,UK,P9070,Home,4,67.69,270.76
1855,2011-08-08,312,UK,P5649,Home,5,51.96,259.8
1855,2011-08-08,312,UK,P5079,Home,3,27.09,81.27
1856,2011-05-26,312,UK,P8209,Sports,5,73.16,365.79999999999995
1856,2011-05-26,312,UK,P6229,Electronics,2,173.51,347.02
1856,2011-05-26,312,UK,P3929,Sports,4,42.28,169.12
1857,2011-03-16,312,UK,P8261,Home,1,92.02,92.02
1857,2011-03-16,312,UK,P4171,Home,5,11.88,59.400000000000006
1857,2011-03-16,312,UK,P9221,Electronics,2,126.58,253.16
1857,2011-03-16,312,UK,P8731,Home,3,15.12,45.36
1858,2011-03-26,312,UK,P3532,Sports,2,78.99,157.98
1858,2011-03-26,312,UK,P7491,Home,2,73.19,146.38
1858,2011-03-26,312,UK,P3574,Clothing,2,39.82,79.64
1859,2011-05-22,312,UK,P5413,Books,5,70.81,354.05
1859,2011-05-22,312,UK,P5974,Clothing,3,45.63,136.89000000000001
1859,2011-05-22,312,UK,P6798,Home,2,78.06,156.12
1859,2011-05-22,312,UK,P7447,Home,4,50.88,203.52
1859,2011-05-22,312,UK,P7620,Books,1,47.11,47.11
1860,2011-06-18,313,UK,P4313,Books,-3,62.61,187.82999999999998
1860,2011-06-18,313,UK,P7119,Clothing,3,97.24,291.71999999999997
1861,2011-01-10,313,UK,P4267,Books,4,44.01,176.04
1861,2011-01-10,313,UK,P5488,Clothing,5,15.58,77.9
1861,2011-01-10,313,UK,P6332,Electronics,1,40.54,40.54
1862,2011-05-06,313,UK,P7390,Books,1,55.53,55.53
1862,2011-05-06,313,UK,P7144,Books,2,24.57,49.14
1862,2011-05-06,313,UK,P6614,Electronics,-1,193.33,193.33
1862,2011-05-06,313,UK,P5656,Home,5,99.8,499.0
1862,2011-05-06,313,UK,P2212,Electronics,4,153.09,612.36
1863,2011-06-11,314,Netherlands,P4276,Clothing,5,89.49,447.45
1863,2011-06-11,314,Netherlands,P6371,Sports,1,47.33,47.33
1864,2011-07-22,314,Netherlands,P5774,Home,5,44.85,224.25
1864,2011-07-22,314,Netherlands,P2114,Electronics,2,193.64,387.28
1864,2011-07-22,314,Netherlands,P8304,Home,3,49.78,149.34
1864,2011-07-22,314,Netherlands,P4730,Clothing,2,68.34,136.68
1864,2011-07-22,314,Netherlands,P5243,Books,3,15.53,46.589999999999996
1865,2011-05-02,314,Netherlands,P7730,Electronics,2,223.68,447.36
1865,2011-05-02,314,Netherlands,P1786,Books,4,94.65,378.6
1865,2011-05-02,314,Netherlands,P9392,Sports,1,68.39,68.39
1865,2011-05-02,314,Netherlands,P1525,Home,1,95.91,95.91
1865,2011-05-02,314,Netherlands,P9061,Sports,3,23.63,70.89
1866,2011-04-18,315,France,P2840,Sports,1,40.43,40.43
1867,2011-06-08,315,France,P8675,Sports,1,21.41,21.41
1867,2011-06-08,315,France,P8060,Sports,2,45.26,90.52
1868,2011-04-03,315,France,P6567,Home,1,24.64,24.64
1868,2011-04-03,315,France,P8084,Books,5,76.09,380.45000000000005
1869,2011-01-28,315,France,P7388,Sports,-3,28.79,86.37
1869,2011-01-28,315,France,P7998,Electronics,1,15.27,15.27
1869,2011-01-28,315,France,P6351,Clothing,3,59.71,179.13
1869,2011-01-28,315,France,P4282,Sports,4,63.57,254.28
1870,2011-04-06,316,UK,P4377,Clothing,2,88.47,176.94
1870,2011-04-06,316,UK,P9739,Home,2,61.93,123.86
1870,2011-04-06,316,UK,P9848,Sports,1,41.09,41.09
1870,2011-04-06,316,UK,P6166,Home,1,82.27,82.27
1870,2011-04-06,316,UK,P3675,Clothing,2,58.63,117.26
1871,2011-04-24,316,UK,P8203,Clothing,-3,17.14,51.42
1871,2011-04-24,316,UK,P4417,Electronics,-4,175.34,701.36
1872,2011-05-11,317,UK,P9301,Electronics,1,92.98,92.98
1872,2011-05-11,317,UK,P4434,Sports,5,23.63,118.14999999999999
1872,2011-05-11,317,UK,P6871,Electronics,4,149.39,597.56
1872,2011-05-11,317,UK,P2487,Home,4,63.61,254.44
1872,2011-05-11,317,UK,P9335,Sports,3,17.26,51.78
1873,2011-03-03,317,UK,P7881,Electronics,1,248.22,248.22
1873,2011-03-03,317,UK,P6078,Books,1,77.96,77.96
1873,2011-03-03,317,UK,P5926,Electronics,4,179.39,717.56
1873,2011-03-03,317,UK,P7384,Clothing,1,84.56,84.56
1874,2011-06-03,317,UK,P5079,Home,-3,17.22,51.66
1875,2011-05-29,318,UK,P2002,Clothing,4,94.68,378.72
1875,2011-05-29,318,UK,P5801,Sports,2,21.19,42.38
1876,2011-04-22,318,UK,P9496,Books,2,88.76,177.52
1876,2011-04-22,318,UK,P2792,Clothing,2,97.38,194.76
1877,2011-02-27,318,UK,P7114,Books,2,25.94,51.88
1878,2011-03-25,318,UK,P6432,Home,1,74.99,74.99
1878,2011-03-25,318,UK,P3364,Electronics,-4,72.86,291.44
1878,2011-03-25,318,UK,P9604,Books,1,46.49,46.49
1878,2011-03-25,318,UK,P6712,Clothing,2,56.47,112.94
1878,2011-03-25,318,UK,P2086,Clothing,1,62.26,62.26
1879,2011-02-14,318,UK,P9793,Books,4,94.23,376.92
1879,2011-02-14,318,UK,P1011,Books,2,70.5,141.0
1879,2011-02-14,318,UK,P5208,Home,4,53.32,213.28
1879,2011-02-14,318,UK,P6989,Clothing,3,82.87,248.61
1880,2011-02-12,319,UK,P4593,Books,5,95.55,477.75
1880,2011-02-12,319,UK,P3336,Sports,2,11.99,23.98
1880,2011-02-12,319,UK,P7616,Clothing,1,98.43,98.43
1880,2011-02-12,319,UK,P4706,Home,5,17.75,88.75
1881,2011-03-24,319,UK,P8571,Home,3,83.29,249.87
1881,2011-03-24,319,UK,P5370,Sports,5,35.23,176.14999999999998
1882,2011-02-21,319,UK,P1560,Books,3,21.9,65.69999999999999
1882,2011-02-21,319,UK,P3984,Books,1,49.59,49.59
1882,2011-02-21,319,UK,P4896,Electronics,2,67.96,135.92
1883,2011-07-09,320,UK,P7646,Books,3,63.95,191.85000000000002
1883,2011-07-09,320,UK,P5305,Books,2,91.22,182.44
1883,2011-07-09,320,UK,P5576,Sports,4,44.49,177.96
1883,2011-07-09,320,UK,P4052,Sports,3,29.47,88.41
1884,2011-04-19,320,UK,P6609,Sports,4,49.83,199.32
1884,2011-04-19,320,UK,P6987,Sports,-3,14.35,43.05
1884,2011-04-19,320,UK,P3068,Books,1,83.84,83.84
1884,2011-04-19,320,UK,P2820,Electronics,2,226.14,452.28
1885,2011-03-15,320,UK,P6030,Home,2,62.92,125.84
1885,2011-03-15,320,UK,P2359,Books,4,41.78,167.12
1885,2011-03-15,320,UK,P9370,Sports,2,81.98,163.96
1885,2011-03-15,320,UK,P4634,Clothing,2,59.92,119.84
1885,2011-03-15,320,UK,P6798,Electronics,2,226.06,452.12
